,pair,port_A,port_B,time,sync_index,id,x_pos,y_pos,z_pos,x_A_raw,y_A_raw,x_B_raw,y_B_raw,x_A_undistorted,y_A_undistorted,x_B_undistorted,y_B_undistorted
2001,"(1, 2)",1,2,482.2418461,139,11,-0.120290671,-0.105767532,1.103320276,526.157959,360.6835327,564.7513428,149.2816162,526.1570145,360.6781054,564.5560743,150.0579046
2002,"(0, 1)",0,1,482.4177018,140,1,0.045409851,-0.102748529,1.027699238,541.6226196,251.5466156,693.5377197,334.4673157,541.6267528,251.4677067,693.7232744,334.2417632
2003,"(0, 1)",0,1,482.4177018,140,2,0.018394196,-0.135017847,0.998910193,529.6873169,234.1751404,669.8687744,293.6062317,529.6876443,234.0900538,670.1126804,293.3604382
2004,"(0, 1)",0,1,482.4177018,140,5,-0.02506176,-0.122779814,1.02181261,506.6405029,241.1305237,625.3103027,314.3977661,506.6476757,241.0474078,625.4408225,314.2747006
2005,"(0, 1)",0,1,482.4177018,140,8,-0.065239495,-0.117988784,1.060146652,488.2322998,245.8903351,581.5527344,334.8720093,488.2606813,245.8272782,581.5975993,334.829688
2006,"(0, 1)",0,1,482.4177018,140,10,-0.078031128,-0.080459215,1.12876605,484.6949463,266.5800171,563.3116455,393.315155,484.7129827,266.5305824,563.3010119,393.2649008
2007,"(0, 2)",0,2,482.4164531,140,1,0.041958502,-0.104400563,1.036814003,541.6226196,251.5466156,652.050293,147.536087,541.6267528,251.4677067,650.5114098,148.9708119
2008,"(0, 2)",0,2,482.4164531,140,2,0.017051794,-0.135855684,1.008241656,529.6873169,234.1751404,649.8574219,127.3471985,529.6876443,234.0900538,648.1615588,129.2652692
2009,"(0, 2)",0,2,482.4164531,140,5,-0.02950351,-0.125523227,1.034413441,506.6405029,241.1305237,622.6191406,133.4432526,506.6476757,241.0474078,621.5777943,134.9290771
2010,"(0, 2)",0,2,482.4164531,140,8,-0.068568143,-0.118499555,1.060551995,488.2322998,245.8903351,599.362915,138.3046875,488.2606813,245.8272782,598.737777,139.4881064
2011,"(0, 2)",0,2,482.4164531,140,10,-0.080745261,-0.079551883,1.131840883,484.6949463,266.5800171,578.767334,164.1249847,484.7129827,266.5305824,578.5115976,164.6938733
2012,"(1, 2)",1,2,482.4183249,140,0,0.07929027,-0.077800092,1.078177173,716.7855225,375.0942688,653.5266113,167.1277771,716.876721,374.8191226,652.1391436,168.1705132
2013,"(1, 2)",1,2,482.4183249,140,1,0.049542073,-0.108388122,1.041831181,693.5377197,334.4673157,652.050293,147.536087,693.7232744,334.2417632,650.5114098,148.9708119
2014,"(1, 2)",1,2,482.4183249,140,2,0.02021527,-0.138067435,1.006747612,669.8687744,293.6062317,649.8574219,127.3471985,670.1126804,293.3604382,648.1615588,129.2652692
2015,"(1, 2)",1,2,482.4183249,140,3,0.036502439,-0.06763268,1.105453806,672.4553223,394.4291382,630.3275146,171.7241211,672.4923741,394.2408505,629.4665009,172.4912812
2016,"(1, 2)",1,2,482.4183249,140,4,0.00687967,-0.098006891,1.070579417,649.0244751,354.7630005,626.3868408,154.2042999,649.1197201,354.6394562,625.4561569,155.2556192
2017,"(1, 2)",1,2,482.4183249,140,5,-0.020738148,-0.13129844,1.041271138,625.3103027,314.3977661,622.6191406,133.4432526,625.4408225,314.2747006,621.5777943,134.9290771
2018,"(1, 2)",1,2,482.4183249,140,6,-0.005734053,-0.058917757,1.136418003,628.9736938,413.4861755,607.2868652,175.6684875,628.9603541,413.3401272,606.8013122,176.2171608
2019,"(1, 2)",1,2,482.4183249,140,7,-0.035524989,-0.087610842,1.097801147,605.9159546,374.4104919,602.7416992,159.5958099,605.9397678,374.3449138,602.2129692,160.3684905
2020,"(1, 2)",1,2,482.4183249,140,8,-0.063750393,-0.120142197,1.066148747,581.5527344,334.8720093,599.362915,138.3046875,581.5975993,334.829688,598.737777,139.4881064
2021,"(1, 2)",1,2,482.4183249,140,9,-0.048918067,-0.050098789,1.168781202,586.3747559,431.5472107,582.427002,181.7227631,586.3389575,431.4012534,582.2140802,182.0706496
